season,name,position,team,location_x,kickoff_time,minutes,opp_team_name,location,was_home,area,mins_prev_match,duration,kickoff_date,temperature,humidity,elevation,injured
2018-2019,Kevin De Bruyne,MID,Man City,Manchester,2019-03-02 15:00:00+00:00,45,Bournemouth,Bournemouth,FALSE,Bournemouth,90,2,02/03/2019,8.71,94,9.76,yes
2018-2019,Kevin De Bruyne,MID,Man City,Manchester,2019-03-09 17:30:00+00:00,0,Watford,Watford,TRUE,Manchester,45,7,09/03/2019,7.22,84,52.86,yes
2018-2019,Kevin De Bruyne,MID,Man City,Manchester,2019-03-30 12:30:00+00:00,74,Fulham,London,FALSE,London,0,20,30/03/2019,10.04,77,7.55,no
2018-2019,Kevin De Bruyne,MID,Man City,Manchester,2019-04-03 18:45:00+00:00,90,Cardiff,Cardiff,TRUE,Manchester,74,4,03/04/2019,3.81,85,52.86,no
2018-2019,Kevin De Bruyne,MID,Man City,Manchester,2019-04-14 13:05:00+00:00,90,Crystal Palace,London,FALSE,London,90,10,14/04/2019,4.29,65,7.55,no
2018-2019,Kevin De Bruyne,MID,Man City,Manchester,2019-04-20 11:30:00+00:00,37,Spurs,London,TRUE,Manchester,90,5,20/04/2019,14.25,55,52.86,no
2018-2019,Kevin De Bruyne,MID,Man City,Manchester,2019-04-24 19:00:00+00:00,0,Man Utd,Manchester,FALSE,Manchester,37,4,24/04/2019,11.15,78,52.86,yes
2018-2019,Kevin De Bruyne,MID,Man City,Manchester,2019-04-28 13:05:00+00:00,0,Burnley,Burnley,FALSE,Burnley,0,3,28/04/2019,6.71,97,117.06,yes
2018-2019,Kevin De Bruyne,MID,Man City,Manchester,2019-05-06 19:00:00+00:00,0,Leicester,Leicester,TRUE,Manchester,0,8,06/05/2019,8.5,76,52.86,yes
2018-2019,Kevin De Bruyne,MID,Man City,Manchester,2019-05-12 14:00:00+00:00,12,Brighton,Brighton,FALSE,Brighton,0,5,12/05/2019,5.42,85,15.48,yes
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2019-08-10 11:30:00+00:00,78,West Ham,London,FALSE,London,0,0,10/08/2019,18.42,83,7.55,yes
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2019-08-17 16:30:00+00:00,90,Spurs,London,TRUE,Manchester,78,7,17/08/2019,16.17,94,52.86,yes
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2019-08-25 13:00:00+00:00,90,Bournemouth,Bournemouth,FALSE,Bournemouth,90,7,25/08/2019,18.57,73,9.76,yes
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2019-08-31 14:00:00+00:00,68,Brighton,Brighton,TRUE,Manchester,90,6,31/08/2019,16.93,79,52.86,yes
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2019-09-14 16:30:00+00:00,33,Norwich,Norwich,FALSE,Norwich,68,14,14/09/2019,8.76,90,21.49,yes
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2019-09-21 14:00:00+00:00,90,Watford,Watford,TRUE,Manchester,33,6,21/09/2019,14.33,72,52.86,yes
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2019-09-28 16:30:00+00:00,79,Everton,Liverpool,FALSE,Liverpool,90,7,28/09/2019,12.92,77,14.48,yes
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2019-10-06 13:00:00+00:00,0,Wolves,Wolverhampton,TRUE,Manchester,79,7,06/10/2019,11.42,95,52.86,yes
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2019-10-19 16:30:00+00:00,90,Crystal Palace,London,FALSE,London,0,13,19/10/2019,11.77,83,7.55,yes
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2019-10-26 11:30:00+00:00,75,Aston Villa,Birmingham,TRUE,Manchester,90,6,26/10/2019,8.26,96,52.86,yes
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2019-11-02 15:00:00+00:00,90,Southampton,Southampton,TRUE,Manchester,75,7,02/11/2019,13.36,93,52.86,yes
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2019-11-10 16:30:00+00:00,90,Liverpool,Liverpool,FALSE,Liverpool,90,8,10/11/2019,3.39,82,14.48,no
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2019-11-23 17:30:00+00:00,90,Chelsea,London,TRUE,Manchester,90,13,23/11/2019,8.53,85,52.86,no
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2019-11-30 12:30:00+00:00,90,Newcastle,Newcastle upon Tyne,FALSE,Newcastle upon Tyne,90,6,30/11/2019,-1.74,97,44.76,no
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2019-12-03 20:15:00+00:00,79,Burnley,Burnley,FALSE,Burnley,90,3,03/12/2019,5.33,94,117.06,no
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2019-12-07 17:30:00+00:00,90,Man Utd,Manchester,TRUE,Manchester,79,3,07/12/2019,8.47,94,52.86,no
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2019-12-15 16:30:00+00:00,90,Arsenal,London,FALSE,London,90,7,15/12/2019,7.19,90,7.55,no
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2019-12-21 17:30:00+00:00,90,Leicester,Leicester,TRUE,Manchester,90,6,21/12/2019,3.98,94,52.86,no
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2019-12-27 19:45:00+00:00,66,Wolves,Wolverhampton,FALSE,Wolverhampton,90,6,27/12/2019,5.04,98,156.19,no
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2019-12-29 18:00:00+00:00,90,Sheffield Utd,Sheffield,TRUE,Manchester,66,1,29/12/2019,7.99,94,52.86,no
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2020-01-01 17:30:00+00:00,90,Everton,Liverpool,TRUE,Manchester,90,2,01/01/2020,6.77,90,52.86,no
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2020-01-12 16:30:00+00:00,62,Aston Villa,Birmingham,FALSE,Birmingham,90,10,12/01/2020,9.74,93,138.25,no
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2020-01-18 15:00:00+00:00,90,Crystal Palace,London,TRUE,Manchester,62,5,18/01/2020,2.91,97,52.86,no
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2020-01-21 19:30:00+00:00,90,Sheffield Utd,Sheffield,FALSE,Sheffield,90,3,21/01/2020,6.01,83,81.19,no
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2020-02-02 16:30:00+00:00,90,Spurs,London,FALSE,London,90,11,02/02/2020,7.41,77,7.55,no
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2020-02-19 19:30:00+00:00,78,West Ham,London,TRUE,Manchester,90,17,19/02/2020,4.04,88,52.86,yes
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2020-02-22 17:30:00+00:00,90,Leicester,Leicester,FALSE,Leicester,78,2,22/02/2020,8.64,83,61.31,yes
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2020-03-08 16:30:00+00:00,0,Man Utd,Manchester,FALSE,Manchester,90,14,08/03/2020,9.72,89,52.86,yes
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2020-06-17 19:15:00+00:00,69,Arsenal,London,TRUE,Manchester,0,101,17/06/2020,15.22,97,52.86,yes
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2020-06-22 19:00:00+00:00,29,Burnley,Burnley,TRUE,Manchester,69,4,22/06/2020,12.61,79,52.86,yes
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2020-06-25 19:15:00+00:00,90,Chelsea,London,FALSE,London,29,3,25/06/2020,22.08,57,7.55,yes
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2020-07-02 19:15:00+00:00,90,Liverpool,Liverpool,TRUE,Manchester,90,7,02/07/2020,13.59,95,52.86,yes
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2020-07-05 18:00:00+00:00,31,Southampton,Southampton,FALSE,Southampton,90,2,05/07/2020,15.7,71,11.03,yes
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2020-07-08 17:00:00+00:00,90,Newcastle,Newcastle upon Tyne,TRUE,Manchester,31,2,08/07/2020,12.99,96,52.86,yes
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2020-07-11 19:00:00+00:00,63,Brighton,Brighton,FALSE,Brighton,90,3,11/07/2020,11.05,76,15.48,yes
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2020-07-15 17:00:00+00:00,0,Bournemouth,Bournemouth,TRUE,Manchester,63,3,15/07/2020,13.41,90,52.86,yes
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2020-07-21 17:00:00+00:00,90,Watford,Watford,FALSE,Watford,0,6,21/07/2020,12.48,75,72.69,yes
2019-2020,Kevin De Bruyne,MID,Man City,Manchester,2020-07-26 15:00:00+00:00,90,Norwich,Norwich,TRUE,Manchester,90,4,26/07/2020,14.56,91,52.86,yes
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2020-09-21 19:15:00+00:00,90,Wolves,Wolverhampton,FALSE,Wolverhampton,0,0,21/09/2020,10.33,89,156.19,yes
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2020-09-27 15:30:00+00:00,90,Leicester,Leicester,TRUE,Manchester,90,5,27/09/2020,10.62,67,52.86,yes
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2020-10-03 16:30:00+00:00,90,Leeds,Leeds,FALSE,Leeds,90,6,03/10/2020,12.65,80,40.44,yes
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2020-10-17 16:30:00+00:00,0,Arsenal,London,TRUE,Manchester,90,14,17/10/2020,10.18,77,52.86,no
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2020-10-24 11:30:00+00:00,22,West Ham,London,FALSE,London,0,6,24/10/2020,9.05,85,7.55,no
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2020-10-31 12:30:00+00:00,90,Sheffield Utd,Sheffield,FALSE,Sheffield,22,7,31/10/2020,9.66,94,81.19,no
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2020-11-08 16:30:00+00:00,90,Liverpool,Liverpool,TRUE,Manchester,90,8,08/11/2020,10.48,83,52.86,no
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2020-11-21 17:30:00+00:00,90,Spurs,London,FALSE,London,90,13,21/11/2020,11.08,87,7.55,no
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2020-11-28 15:00:00+00:00,90,Burnley,Burnley,TRUE,Manchester,90,6,28/11/2020,2.13,81,52.86,no
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2020-12-05 15:00:00+00:00,90,Fulham,London,TRUE,Manchester,90,7,05/12/2020,3.47,92,52.86,no
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2020-12-12 17:30:00+00:00,90,Man Utd,Manchester,FALSE,Manchester,90,7,12/12/2020,8.55,90,52.86,no
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2020-12-15 20:00:00+00:00,90,West Brom,West Bromwich,TRUE,Manchester,90,3,15/12/2020,8.49,82,52.86,no
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2020-12-19 15:00:00+00:00,90,Southampton,Southampton,FALSE,Southampton,90,3,19/12/2020,10.31,77,11.03,no
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2020-12-26 20:00:00+00:00,90,Newcastle,Newcastle upon Tyne,TRUE,Manchester,90,7,26/12/2020,4.38,90,52.86,no
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2021-01-03 16:30:00+00:00,85,Chelsea,London,FALSE,London,90,7,03/01/2021,0.92,90,7.55,no
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2021-01-13 18:00:00+00:00,90,Brighton,Brighton,TRUE,Manchester,85,10,13/01/2021,0.72,87,52.86,yes
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2021-01-17 19:15:00+00:00,70,Crystal Palace,London,TRUE,Manchester,90,4,17/01/2021,6.84,85,52.86,yes
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2021-01-20 18:00:00+00:00,58,Aston Villa,Birmingham,TRUE,Manchester,70,2,20/01/2021,10.5,97,52.86,yes
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2021-01-26 20:15:00+00:00,0,West Brom,West Bromwich,FALSE,West Bromwich,58,6,26/01/2021,-0.89,92,166.57,yes
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2021-01-30 15:00:00+00:00,0,Sheffield Utd,Sheffield,TRUE,Manchester,0,3,30/01/2021,5.19,83,52.86,yes
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2021-02-03 18:00:00+00:00,0,Burnley,Burnley,FALSE,Burnley,0,4,03/02/2021,4,97,117.06,yes
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2021-02-07 16:30:00+00:00,0,Liverpool,Liverpool,FALSE,Liverpool,0,3,07/02/2021,2.77,80,14.48,yes
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2021-02-13 17:30:00+00:00,0,Spurs,London,TRUE,Manchester,0,6,13/02/2021,-1.51,57,52.86,yes
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2021-02-17 20:15:00+00:00,10,Everton,Liverpool,FALSE,Liverpool,0,4,17/02/2021,6.88,78,14.48,yes
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2021-02-21 16:30:00+00:00,62,Arsenal,London,FALSE,London,10,3,21/02/2021,13.52,67,7.55,yes
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2021-02-27 12:30:00+00:00,90,West Ham,London,TRUE,Manchester,62,5,27/02/2021,3.98,85,52.86,yes
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2021-03-02 20:00:00+00:00,90,Wolves,Wolverhampton,TRUE,Manchester,90,3,02/03/2021,3.88,87,52.86,yes
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2021-03-07 16:30:00+00:00,90,Man Utd,Manchester,TRUE,Manchester,90,4,07/03/2021,1.68,71,52.86,yes
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2021-03-10 18:00:00+00:00,71,Southampton,Southampton,TRUE,Manchester,90,3,10/03/2021,6.14,85,52.86,yes
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2021-03-13 20:00:00+00:00,0,Fulham,London,FALSE,London,71,3,13/03/2021,6.94,88,7.55,yes
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2021-04-03 16:30:00+00:00,87,Leicester,Leicester,FALSE,Leicester,0,20,03/04/2021,4.91,82,61.31,yes
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2021-04-10 11:30:00+00:00,0,Leeds,Leeds,TRUE,Manchester,87,6,10/04/2021,3.95,70,52.86,yes
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2021-04-21 19:15:00+00:00,0,Aston Villa,Birmingham,FALSE,Birmingham,0,11,21/04/2021,11.35,65,138.25,yes
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2021-05-01 11:30:00+00:00,0,Crystal Palace,London,FALSE,London,0,9,01/05/2021,7.15,73,7.55,yes
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2021-05-08 16:30:00+00:00,0,Chelsea,London,TRUE,Manchester,0,7,08/05/2021,6.02,74,52.86,yes
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2021-05-14 19:00:00+00:00,0,Newcastle,Newcastle upon Tyne,FALSE,Newcastle upon Tyne,0,6,14/05/2021,7.14,93,44.76,yes
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2021-05-18 18:00:00+00:00,0,Brighton,Brighton,FALSE,Brighton,0,3,18/05/2021,9.52,92,15.48,yes
2020-2021,Kevin De Bruyne,MID,Man City,Manchester,2021-05-23 15:00:00+00:00,90,Everton,Liverpool,TRUE,Manchester,0,4,23/05/2021,7.33,76,52.86,yes
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2021-08-15 15:30:00+00:00,11,Spurs,London,FALSE,London,0,0,15/08/2021,17.81,73,7.55,yes
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2021-08-21 14:00:00+00:00,0,Norwich,Norwich,TRUE,Manchester,11,5,21/08/2021,17.96,88,52.86,yes
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2021-08-28 11:30:00+00:00,0,Arsenal,London,TRUE,Manchester,0,6,28/08/2021,14.04,75,52.86,yes
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2021-09-11 14:00:00+00:00,0,Leicester,Leicester,FALSE,Leicester,0,14,11/09/2021,17.54,94,61.31,yes
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2021-09-18 14:00:00+00:00,25,Southampton,Southampton,TRUE,Manchester,0,7,18/09/2021,15.22,82,52.86,yes
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2021-09-25 11:30:00+00:00,80,Chelsea,London,FALSE,London,25,6,25/09/2021,16.75,90,7.55,yes
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2021-10-03 15:30:00+00:00,90,Liverpool,Liverpool,FALSE,Liverpool,80,8,03/10/2021,8.8,77,14.48,yes
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2021-10-16 14:00:00+00:00,83,Burnley,Burnley,TRUE,Manchester,90,12,16/10/2021,8.51,77,52.86,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2021-10-23 16:30:00+00:00,13,Brighton,Brighton,FALSE,Brighton,83,7,23/10/2021,10.57,82,15.48,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2021-10-30 14:00:00+00:00,58,Crystal Palace,London,TRUE,Manchester,13,6,30/10/2021,9.66,81,52.86,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2021-11-06 12:30:00+00:00,90,Man Utd,Manchester,FALSE,Manchester,58,6,06/11/2021,10.18,92,52.86,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2021-11-21 14:00:00+00:00,0,Everton,Liverpool,TRUE,Manchester,90,15,21/11/2021,7.44,83,52.86,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2021-11-28 14:00:00+00:00,0,West Ham,London,TRUE,Manchester,0,7,28/11/2021,-0.58,69,52.86,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2021-12-01 20:15:00+00:00,0,Aston Villa,Birmingham,FALSE,Birmingham,0,3,01/12/2021,9.67,93,138.25,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2021-12-04 17:30:00+00:00,23,Watford,Watford,FALSE,Watford,0,2,04/12/2021,3.93,97,72.69,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2021-12-11 12:30:00+00:00,16,Wolves,Wolverhampton,TRUE,Manchester,23,6,11/12/2021,4.59,88,52.86,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2021-12-14 20:00:00+00:00,90,Leeds,Leeds,TRUE,Manchester,16,3,14/12/2021,7.44,92,52.86,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2021-12-19 14:00:00+00:00,90,Newcastle,Newcastle upon Tyne,FALSE,Newcastle upon Tyne,90,4,19/12/2021,2.59,99,44.76,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2021-12-26 15:00:00+00:00,70,Leicester,Leicester,TRUE,Manchester,90,7,26/12/2021,4.04,82,52.86,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2021-12-29 20:15:00+00:00,90,Brentford,London,FALSE,London,70,3,29/12/2021,9.03,85,7.55,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2022-01-01 12:30:00+00:00,90,Arsenal,London,FALSE,London,90,2,01/01/2022,13.13,93,7.55,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2022-01-15 12:30:00+00:00,83,Chelsea,London,TRUE,Manchester,90,14,15/01/2022,0.88,92,52.86,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2022-01-22 17:30:00+00:00,90,Southampton,Southampton,FALSE,Southampton,83,7,22/01/2022,2.83,85,11.03,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2022-02-09 19:45:00+00:00,90,Brentford,London,TRUE,Manchester,90,18,09/02/2022,11.26,77,52.86,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2022-02-12 17:30:00+00:00,0,Norwich,Norwich,FALSE,Norwich,90,2,12/02/2022,1.99,91,21.49,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2022-02-19 17:30:00+00:00,90,Spurs,London,TRUE,Manchester,0,7,19/02/2022,4.04,80,52.86,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2022-02-26 17:30:00+00:00,90,Everton,Liverpool,FALSE,Liverpool,90,7,26/02/2022,5.13,81,14.48,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2022-03-06 16:30:00+00:00,79,Man Utd,Manchester,TRUE,Manchester,90,7,06/03/2022,4.56,78,52.86,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2022-03-14 20:00:00+00:00,90,Crystal Palace,London,FALSE,London,79,8,14/03/2022,7.09,91,7.55,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2022-04-02 14:00:00+00:00,77,Burnley,Burnley,FALSE,Burnley,90,18,02/04/2022,2.89,85,117.06,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2022-04-10 15:30:00+00:00,90,Liverpool,Liverpool,TRUE,Manchester,77,8,10/04/2022,2.05,81,52.86,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2022-04-20 19:00:00+00:00,82,Brighton,Brighton,TRUE,Manchester,90,10,20/04/2022,8.32,90,52.86,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2022-04-23 14:00:00+00:00,56,Watford,Watford,TRUE,Manchester,82,2,23/04/2022,8.51,74,52.86,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2022-04-30 16:30:00+00:00,0,Leeds,Leeds,FALSE,Leeds,56,7,30/04/2022,7.2,78,40.44,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2022-05-08 15:30:00+00:00,90,Newcastle,Newcastle upon Tyne,TRUE,Manchester,0,7,08/05/2022,11.74,64,52.86,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2022-05-11 19:15:00+00:00,90,Wolves,Wolverhampton,FALSE,Wolverhampton,90,3,11/05/2022,12.16,71,156.19,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2022-05-15 13:00:00+00:00,90,West Ham,London,FALSE,London,90,3,15/05/2022,14.11,70,7.55,no
2021-2022,Kevin De Bruyne,MID,Man City,Manchester,2022-05-22 15:00:00+00:00,90,Aston Villa,Birmingham,TRUE,Manchester,90,7,22/05/2022,12.93,73,52.86,no
2022-2023,Kevin De Bruyne,MID,Man City,Manchester,2022-08-07 15:30:00+00:00,87,West Ham,London,FALSE,London,0,0,07/08/2022,17.36,62,7.55,no
2022-2023,Kevin De Bruyne,MID,Man City,Manchester,2022-08-13 14:00:00+00:00,90,Bournemouth,Bournemouth,TRUE,Manchester,87,5,13/08/2022,22.37,53,52.86,no
2022-2023,Kevin De Bruyne,MID,Man City,Manchester,2022-08-21 15:30:00+00:00,90,Newcastle,Newcastle upon Tyne,FALSE,Newcastle upon Tyne,90,8,21/08/2022,13.93,91,44.76,no
2022-2023,Kevin De Bruyne,MID,Man City,Manchester,2022-08-27 14:00:00+00:00,88,Crystal Palace,London,TRUE,Manchester,90,5,27/08/2022,15.7,77,52.86,no
2022-2023,Kevin De Bruyne,MID,Man City,Manchester,2022-08-31 18:30:00+00:00,21,Nott'm Forest,Nottingham,TRUE,Manchester,88,4,31/08/2022,14.04,76,52.86,no
2022-2023,Kevin De Bruyne,MID,Man City,Manchester,2022-09-03 16:30:00+00:00,90,Aston Villa,Birmingham,FALSE,Birmingham,21,2,03/09/2022,14.77,91,138.25,no
2022-2023,Kevin De Bruyne,MID,Man City,Manchester,2022-09-17 11:30:00+00:00,71,Wolves,Wolverhampton,FALSE,Wolverhampton,90,13,17/09/2022,7.15,80,156.19,no
2022-2023,Kevin De Bruyne,MID,Man City,Manchester,2022-10-02 13:00:00+00:00,74,Man Utd,Manchester,TRUE,Manchester,71,15,02/10/2022,11.81,91,52.86,no
2022-2023,Kevin De Bruyne,MID,Man City,Manchester,2022-10-08 14:00:00+00:00,69,Southampton,Southampton,TRUE,Manchester,74,6,08/10/2022,9.09,87,52.86,no
2022-2023,Kevin De Bruyne,MID,Man City,Manchester,2022-10-16 15:30:00+00:00,90,Liverpool,Liverpool,FALSE,Liverpool,69,8,16/10/2022,10.72,82,14.48,no
2022-2023,Kevin De Bruyne,MID,Man City,Manchester,2022-10-22 14:00:00+00:00,90,Brighton,Brighton,TRUE,Manchester,90,5,22/10/2022,15.69,86,52.86,no
2022-2023,Kevin De Bruyne,MID,Man City,Manchester,2022-10-29 11:30:00+00:00,90,Leicester,Leicester,FALSE,Leicester,90,6,29/10/2022,11.98,88,61.31,no
2022-2023,Kevin De Bruyne,MID,Man City,Manchester,2022-11-05 15:00:00+00:00,90,Fulham,London,TRUE,Manchester,90,7,05/11/2022,8.49,82,52.86,no
2022-2023,Kevin De Bruyne,MID,Man City,Manchester,2022-11-12 12:30:00+00:00,90,Brentford,London,TRUE,Manchester,90,6,12/11/2022,13.45,78,52.86,no
2022-2023,Kevin De Bruyne,MID,Man City,Manchester,2022-12-28 20:00:00+00:00,90,Leeds,Leeds,FALSE,Leeds,90,46,28/12/2022,8.2,86,40.44,no
2022-2023,Kevin De Bruyne,MID,Man City,Manchester,2022-12-31 15:00:00+00:00,90,Everton,Liverpool,TRUE,Manchester,90,2,31/12/2022,10.12,73,52.86,no
2022-2023,Kevin De Bruyne,MID,Man City,Manchester,2023-01-05 20:00:00+00:00,90,Chelsea,London,FALSE,London,90,5,05/01/2023,11.18,80,7.55,no
2022-2023,Kevin De Bruyne,MID,Man City,Manchester,2023-01-14 12:30:00+00:00,90,Man Utd,Manchester,FALSE,Manchester,90,8,14/01/2023,7.27,83,52.86,no
2022-2023,Kevin De Bruyne,MID,Man City,Manchester,2023-01-19 20:00:00+00:00,0,Spurs,London,TRUE,Manchester,90,5,19/01/2023,-1.01,86,52.86,no
2022-2023,Kevin De Bruyne,MID,Man City,Manchester,2023-01-22 14:00:00+00:00,76,Wolves,Wolverhampton,TRUE,Manchester,0,2,22/01/2023,0.68,83,52.86,no
2022-2023,Kevin De Bruyne,MID,Man City,Manchester,2023-02-05 16:30:00+00:00,31,Spurs,London,FALSE,London,76,14,05/02/2023,8.72,83,7.55,no
2022-2023,Kevin De Bruyne,MID,Man City,Manchester,2023-02-12 16:30:00+00:00,90,Aston Villa,Birmingham,TRUE,Manchester,31,7,12/02/2023,8.42,74,52.86,no
2022-2023,Kevin De Bruyne,MID,Man City,Manchester,2023-02-15 19:30:00+00:00,86,Arsenal,London,FALSE,London,90,3,15/02/2023,5.31,88,7.55,no
2022-2023,Kevin De Bruyne,MID,Man City,Manchester,2023-02-18 15:00:00+00:00,87,Nott'm Forest,Nottingham,FALSE,Nottingham,86,2,18/02/2023,11.43,92,36.78,no
2022-2023,Kevin De Bruyne,MID,Man City,Manchester,2023-02-25 17:30:00+00:00,0,Bournemouth,Bournemouth,FALSE,Bournemouth,87,7,25/02/2023,3.64,87,9.76,no
2022-2023,Kevin De Bruyne,MID,Man City,Manchester,2023-03-04 12:30:00+00:00,64,Newcastle,Newcastle upon Tyne,TRUE,Manchester,0,6,04/03/2023,5.06,71,52.86,no
2022-2023,Kevin De Bruyne,MID,Man City,Manchester,2023-03-11 17:30:00+00:00,11,Crystal Palace,London,FALSE,London,64,7,11/03/2023,1.45,80,7.55,no
